ligne_ID,id_sortie,unique_hunter_ID,id_chasseur,village,religion,niveau_etudes,activite_1,temps_chasseur,frequence_chasse,age_chasseur,type_de_la_sortie,mois,duree,distance_lieu_chasse_hr,strategie_primaire,strategie_chasse,type_fleches,type_pieges,nombre_pieges,type_chasse,periode_chasse,base_chasse,detail_base_chasse,depenses_totales,nombre_personnes,especes_chassees,succes,kg_tot,kg_rongeurs,kg_petitsongules,kg_ongulesmoyens,kg_grandsongules,kg_sangliers,kg_primates,kg_reptiles,kg_oiseaux,kg_autres,CPUE_duree,CPUE_duree_rongeurs,CPUE_duree_petitsongules,CPUE_duree_ongulesmoyens,CPUE_duree_grandsongules,CPUE_duree_sangliers,CPUE_duree_primates,CPUE_duree_reptiles,CPUE_duree_oiseaux,CPUE_duree_autres,CPUE_distance,CPUE_distance_rongeurs,CPUE_distance_petitsongules,CPUE_distance_ongulesmoyens,CPUE_distance_grandsongules,CPUE_distance_sangliers,CPUE_distance_primates,CPUE_distance_reptiles,CPUE_distance_oiseaux,CPUE_distance_autres
314,33,4_4,4,4,autre,aucune,1,11,0.354,36,effectuee&declaree,7,0.5,2,fusil,fusil,,,1,individuelle,nuit,campement_permanent,,0,0,petitsongules,1,3,0,3,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,1.5,0,1.5,0,0,0,0,0,0,0
315,235,4_5,5,4,protestant,primaire,0,27,0.354,,effectuee&declaree,10,1,0.5,fusil,fusil_arc&fleches,2,,2,individuelle,nuit,village,mbongo,600,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,41,4_5,5,4,protestant,primaire,0,27,0.354,,effectuee&declaree,7,13,1,fusil,fusil_arc&fleches,makula,,2,individuelle,les_deux,campement_permanent,,130000,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,37,4_5,5,4,protestant,primaire,0,27,0.354,,effectuee&declaree,7,19,5,pieges,pieges,,cable,200,collective,les_deux,campement_permanent,,50000,5,autres,1,9,0,0,0,0,0,0,0,0,9,0.473684211,0,0,0,0,0,0,0,0,0.473684211,1.8,0,0,0,0,0,0,0,0,1.8
318,260,4_6,6,4,protestant,secondaire,0,27,0.354,50,effectuee&declaree,10,7,2.3,pieges,arc&fleches_pieges_autre,lilikonga_bosiki_bonsele,cable,150,individuelle,jour,campement_permanent,,105000,0,grandsongules,1,25,0,0,25,0,0,0,0,0,0,3.571428571,0,0,3.571428571,0,0,0,0,0,0,10.86956522,0,0,10.86956522,0,0,0,0,0,0
319,260,4_6,6,4,autre,aucune,1,11,0.354,50,effectuee&declaree,10,7,2.3,pieges,arc&fleches_pieges_autre,lilikonga_bosiki_bonsele,cable,150,individuelle,jour,campement_permanent,,105000,0,grandsongules,1,25,0,0,25,0,0,0,0,0,0,3.571428571,0,0,3.571428571,0,0,0,0,0,0,10.86956522,0,0,10.86956522,0,0,0,0,0,0
320,209,4_6,6,4,protestant,secondaire,0,27,0.354,50,effectuee&declaree,10,3,3,fusil,fusil_arc&fleches,bosiki_bonsele,,0,individuelle,jour,autres,,27000,1,sangliers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,209,4_6,6,4,autre,aucune,1,11,0.354,50,effectuee&declaree,10,3,3,fusil,fusil_arc&fleches,bosiki_bonsele,,0,individuelle,jour,autres,,27000,1,sangliers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,518,4_6,6,4,protestant,secondaire,0,27,0.354,50,effectuee&declaree,2,1,1,pieges,arc&fleches_pieges,bosiki_bonsele,nylon_mapasa,100,individuelle,jour,village,bonkasa,40000,0,petitsongules,1,2.8,0,0,0,0,0,0,0,0,2.8,2.8,0,0,0,0,0,0,0,0,2.8,2.8,0,0,0,0,0,0,0,0,2.8
323,518,4_6,6,4,autre,aucune,1,11,0.354,50,effectuee&declaree,2,1,1,pieges,arc&fleches_pieges,bosiki_bonsele,nylon_mapasa,100,individuelle,jour,village,bonkasa,40000,0,petitsongules,1,2.8,0,0,0,0,0,0,0,0,2.8,2.8,0,0,0,0,0,0,0,0,2.8,2.8,0,0,0,0,0,0,0,0,2.8
324,447,4_6,6,4,protestant,secondaire,0,27,0.354,50,effectuee&declaree,12,4,3,pieges,fusil_arc&fleches_pieges,bosiki_bonsele,nylon_mapasa,50,individuelle,les_deux,village,nsadiya,60000,1,petitsongules,1,6.95,0,3.45,3.5,0,0,0,0,0,0,1.7375,0,0.8625,0.875,0,0,0,0,0,0,2.316666667,0,1.15,1.166666667,0,0,0,0,0,0
325,447,4_6,6,4,autre,aucune,1,11,0.354,50,effectuee&declaree,12,4,3,pieges,fusil_arc&fleches_pieges,bosiki_bonsele,nylon_mapasa,50,individuelle,les_deux,village,nsadiya,60000,1,petitsongules,1,6.95,0,3.45,3.5,0,0,0,0,0,0,1.7375,0,0.8625,0.875,0,0,0,0,0,0,2.316666667,0,1.15,1.166666667,0,0,0,0,0,0
326,257,4_7,7,4,protestant,secondaire,0,42,0.566,46,effectuee&declaree,10,0.5,0.45,pieges,pieges,,mapasa,110,individuelle,jour,autres,,0,0,autres,1,0.4,0,0,0,0,0,0,0,0,0.4,0.8,0,0,0,0,0,0,0,0,0.8,0.888888889,0,0,0,0,0,0,0,0,0.888888889
327,331,4_7,7,4,protestant,secondaire,0,42,0.566,46,effectuee&declaree,11,1,2,pieges,pieges,,mapasa,150,individuelle,jour,village,bempoto,25000,0,rongeurs,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0
328,241,4_7,7,4,protestant,secondaire,0,42,0.566,46,effectuee&declaree,10,0.5,2,fusil,fusil,,,1,individuelle,jour,autres,,0,0,singes,1,3.5,0,0,0,0,0,3.5,0,0,0,7,0,0,0,0,0,7,0,0,0,1.75,0,0,0,0,0,1.75,0,0,0
329,457,4_7,7,4,protestant,secondaire,0,42,0.566,46,effectuee&declaree,1,0.5,1,pieges,fusil_arc&fleches_pieges,bosiki,nylon_mapasa,52,individuelle,les_deux,village,tompokia,48000,1,rongeurs,1,1.8,1.8,0,0,0,0,0,0,0,0,3.6,3.6,0,0,0,0,0,0,0,0,1.8,1.8,0,0,0,0,0,0,0,0
330,47,4_8,8,4,protestant,secondaire,0,13,0.354,28,effectuee&declaree,6,1,2.3,pieges,pieges,,cable,15,collective,jour,campement_temporaire,,200,3,sangliers,1,43,0,0,0,0,43,0,0,0,0,43,0,0,0,0,43,0,0,0,0,18.69565217,0,0,0,0,18.69565217,0,0,0,0
331,261,4_8,8,4,protestant,secondaire,0,13,0.354,28,effectuee&declaree,10,0.5,1.4,pieges,pieges_autre,,mapasa,25,individuelle,jour,autres,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,82,4_9,9,4,protestant,secondaire,0,15,0.354,54,effectueeNONdeclaree,7,0.5,1.1,autre,autre,,,1,individuelle,jour,campement_permanent,,0,0,autres,1,6,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,12,0,0,5.454545455,0,0,0,0,0,0,5.454545455,0,0
333,82,4_9,9,4,autre,primaire,1,25,0.354,54,effectueeNONdeclaree,7,0.5,1.1,autre,autre,,,1,individuelle,jour,campement_permanent,,0,0,autres,1,6,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,12,0,0,5.454545455,0,0,0,0,0,0,5.454545455,0,0
334,72,4_9,9,4,protestant,secondaire,0,15,0.354,54,effectuee&declaree,8,0.5,2,arc&fleches,autre_arc&fleches,bonsele_loliki,,0,individuelle,jour,campement_permanent,,3000,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,72,4_9,9,4,autre,primaire,1,25,0.354,54,effectuee&declaree,8,0.5,2,arc&fleches,autre_arc&fleches,bonsele_loliki,,0,individuelle,jour,campement_permanent,,3000,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,111,5_0,0,5,protestant,secondaire,1,14,0.354,36,effectueeNONdeclaree,7,1,1.5,autre,autre,,,,individuelle,jour,campement_permanent,,0,0,autres,1,0.2,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.133333333,0,0,0
337,392,5_0,0,5,protestant,secondaire,1,14,0.354,36,effectueeNONdeclaree,12,1,2,arc&fleches,arc&fleches_autre,bosiki,,2,individuelle,nuit,village,bokiakinda,0,0,petitsongules_rongeurs_autres,1,5,0,2.8,0,0,0,0,1.8,0,0.4,5,0,2.8,0,0,0,0,1.8,0,0.4,2.5,0,1.4,0,0,0,0,0.9,0,0.2
338,150,5_0,0,5,protestant,secondaire,1,14,0.354,36,effectuee&declaree,9,1,2,pieges,pieges,,,,individuelle,jour,village,topanzo,0,0,rongeurs,1,1.8,1.8,0,0,0,0,0,0,0,0,1.8,1.8,0,0,0,0,0,0,0,0,0.9,0.9,0,0,0,0,0,0,0,0
339,88,5_0,0,5,protestant,secondaire,1,14,0.354,36,effectuee&declaree,7,1,2,arc&fleches,arc&fleches,makula,,5,collective,nuit,village,topanzo,0,5,rongeurs,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0
340,422,5_0,0,5,protestant,secondaire,1,14,0.354,36,effectueeNONdeclaree,12,0.5,0.25,pieges,pieges,,nylon,150,individuelle,jour,village,mbungusani,8000,0,oiseaux,1,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,12,0
341,440,5_0,0,5,protestant,secondaire,1,14,0.354,36,effectueeNONdeclaree,12,0.5,2,pieges,pieges,,nylon,,individuelle,les_deux,village,bekombo,0,0,petitsongules,1,5,0,5,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,2.5,0,2.5,0,0,0,0,0,0,0
342,87,5_0,0,5,protestant,secondaire,1,14,0.354,36,effectuee&declaree,7,1,2,arc&fleches,arc&fleches,makula,,5,collective,nuit,village,topanzo,0,5,petitsongules,1,4,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
343,326,5_0,0,5,protestant,secondaire,1,14,0.354,36,planifiee,10,4,1,filet,filets,,,7,collective,nuit,campement_temporaire,,0,5,,1,4.5,1,3.5,0,0,0,0,0,0,0,1.125,0.25,0.875,0,0,0,0,0,0,0,4.5,1,3.5,0,0,0,0,0,0,0
344,401,5_0,0,5,protestant,secondaire,1,14,0.354,36,effectueeNONdeclaree,12,1,0.5,pieges,pieges,,nylon,0,individuelle,jour,village,yangele,0,0,rongeurs,1,1.8,0,0,0,0,0,0,0,0,1.8,1.8,0,0,0,0,0,0,0,0,1.8,3.6,0,0,0,0,0,0,0,0,3.6
345,155,5_0,0,5,protestant,secondaire,1,14,0.354,36,effectueeNONdeclaree,9,1,1,autre,autre,,,0,collective,jour,village,,0,3,autres,1,4.6,0,0,0,0,0,0,4.6,0,0,4.6,0,0,0,0,0,0,4.6,0,0,4.6,0,0,0,0,0,0,4.6,0,0
346,86,5_0,0,5,protestant,secondaire,1,14,0.354,36,effectuee&declaree,7,1,2,arc&fleches,arc&fleches,makula,,5,collective,nuit,village,bokanga,0,5,rongeurs,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0
347,6,5_1,1,5,autre,aucune,1,25,0.354,50,effectuee&declaree,6,1,2,fusil,fusil_autre,,,1,individuelle,nuit,village,mboloko,1500,0,oiseaux,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0.5
348,391,5_1,1,5,autre,aucune,1,25,0.354,50,planifiee,12,1,3,fusil,fusil,,,0,individuelle,jour,village,lolou,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,303,5_1,1,5,autre,aucune,1,25,0.354,50,effectuee&declaree,10,0.5,1.5,fusil,fusil,,,2,individuelle,jour,village,mboloko,0,0,grandsongules_singes,1,74,0,0,0,63,0,11,0,0,0,148,0,0,0,126,0,22,0,0,0,49.33333333,0,0,0,42,0,7.333333333,0,0,0
350,96,5_1,1,5,autre,aucune,1,25,0.354,50,effectuee&declaree,7,1,1,fusil,fusil,,,1,individuelle,jour,campement_permanent,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,5,5_1,1,5,autre,aucune,1,25,0.354,50,planifiee,6,1,2,fusil,fusil,,,1,individuelle,jour,village,mboloko,0,0,,1,50,0,0,0,0,50,0,0,0,0,50,0,0,0,0,50,0,0,0,0,25,0,0,0,0,25,0,0,0,0
352,1,5_1,1,5,autre,aucune,1,25,0.354,50,effectuee&declaree,6,1,2,fusil,fusil,,,1,individuelle,jour,village,,10000,0,singes,1,8,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,4,0,0,0
353,605,5_1,1,5,autre,aucune,1,25,0.354,50,effectueeNONdeclaree,4,0.5,1,pieges,pieges,,cable,50,individuelle,les_deux,village,mbungusani,0,0,rongeurs,1,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
354,306,5_1,1,5,autre,aucune,1,25,0.354,50,effectuee&declaree,10,0.5,1,fusil,fusil,,,3,individuelle,jour,village,mboloko,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,105,5_1,1,5,autre,aucune,1,25,0.354,50,effectuee&declaree,7,1,1,fusil,fusil,,,1,individuelle,jour,village,nzela_ya_landu,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,8,5_1,1,5,autre,aucune,1,25,0.354,50,effectuee&declaree,6,1,1.5,fusil,fusil,,,1,individuelle,jour,village,lolou,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,148,5_1,1,5,autre,aucune,1,25,0.354,50,effectuee&declaree,9,1,0.25,pieges,pieges,,nylon_cable,,individuelle,jour,village,bopomi,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,268,5_1,1,5,autre,aucune,1,25,0.354,50,effectuee&declaree,10,0.5,2.5,fusil,fusil,,,4,individuelle,jour,village,lilo,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,9,5_1,1,5,autre,aucune,1,25,0.354,50,effectuee&declaree,6,1,1.5,fusil,fusil,,,1,individuelle,jour,village,lolou,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,489,5_1,1,5,autre,aucune,1,25,0.354,50,effectueeNONdeclaree,1,0.5,2,pieges,pieges,,nylon,55,individuelle,les_deux,village,seul,0,0,rongeurs,1,0.8,0.8,0,0,0,0,0,0,0,0,1.6,1.6,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0
361,385,5_1,1,5,autre,aucune,1,25,0.354,50,planifiee,12,1,2,autre,autre,,,0,individuelle,jour,village,yongasopa,0,0,,1,1.4,0,0,0,0,0,0,1.4,0,0,1.4,0,0,0,0,0,0,1.4,0,0,0.7,0,0,0,0,0,0,0.7,0,0
362,267,5_1,1,5,autre,aucune,1,25,0.354,50,effectuee&declaree,10,0.5,2,fusil,fusil,,,4,individuelle,jour,village,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,305,5_1,1,5,autre,aucune,1,25,0.354,50,effectuee&declaree,10,0.5,2,fusil,fusil,,,3,individuelle,jour,village,lolou,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,110,5_10,10,5,protestant,primaire,1,12,0.354,31,effectueeNONdeclaree,7,1,1.5,pieges,arc&fleches_pieges,bosiki,2,2,individuelle,jour,village,ekonda,0,0,ongulesmoyens_rongeurs,1,5.2,1.4,0,3.8,0,0,0,0,0,0,5.2,1.4,0,3.8,0,0,0,0,0,0,3.466666667,0.933333333,0,2.533333333,0,0,0,0,0,0
365,572,5_10,10,5,protestant,primaire,1,12,0.354,31,effectueeNONdeclaree,3,3,2,filet,filets,,,3,individuelle,les_deux,campement_permanent,,0,0,autres,1,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,1.5,0,0,0,0,0,0,1.5,0,0
366,394,5_10,10,5,protestant,primaire,1,12,0.354,31,planifiee,12,1,1.5,pieges,pieges,,nylon,0,individuelle,jour,village,bapome,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,117,5_10,10,5,protestant,primaire,1,12,0.354,31,effectuee&declaree,7,1,1,pieges,autre_arc&fleches_pieges,bosiki,cable,,individuelle,jour,village,,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,189,5_10,10,5,protestant,primaire,1,12,0.354,31,effectueeNONdeclaree,9,1,1.5,pieges,pieges,,nylon,,individuelle,jour,village,,0,0,grandsongules,1,10.1,0,0,10.1,0,0,0,0,0,0,10.1,0,0,10.1,0,0,0,0,0,0,6.733333333,0,0,6.733333333,0,0,0,0,0,0
369,583,5_12,12,5,autre,aucune,1,15,0.354,38,effectueeNONdeclaree,3,7,2,filet,filets,,,3,collective,les_deux,campement_permanent,,0,2,autres,1,1.7,0,0,0,0,0,0,1.7,0,0,0.242857143,0,0,0,0,0,0,0.242857143,0,0,0.85,0,0,0,0,0,0,0.85,0,0
370,493,5_13,13,5,protestant,aucune,1,30,0.283,49,effectueeNONdeclaree,1,0.5,1,pieges,pieges,,cable,60,individuelle,les_deux,village,mbungusani,0,0,rongeurs,1,2.4,2.4,0,0,0,0,0,0,0,0,4.8,4.8,0,0,0,0,0,0,0,0,2.4,2.4,0,0,0,0,0,0,0,0
371,575,5_13,13,5,protestant,aucune,1,30,0.283,49,effectueeNONdeclaree,3,0.5,1,pieges,pieges,,cable,55,individuelle,les_deux,village,mbungusani,0,0,rongeurs,1,2.5,2.5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0,0
372,382,5_13,13,5,protestant,aucune,1,30,0.283,49,planifiee,11,1,0.5,pieges,pieges,,nylon,0,individuelle,jour,village,mayankawo,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,402,5_14,14,5,protestant,aucune,1,43,0.424,61,effectueeNONdeclaree,12,2,1.75,arc&fleches,arc&fleches,bosiki,,2,collective,nuit,campement_temporaire,,0,2,petitsongules,1,7.8,0,7.8,0,0,0,0,0,0,0,3.9,0,3.9,0,0,0,0,0,0,0,4.457142857,0,4.457142857,0,0,0,0,0,0,0
374,491,5_14,14,5,protestant,aucune,1,43,0.424,61,effectueeNONdeclaree,1,1,2,pieges,fusil_pieges,,nylon,65,individuelle,les_deux,village,mbungusani,0,0,grandsongules_rongeurs,1,18,0,0,18,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0
375,548,5_14,14,5,protestant,aucune,1,43,0.424,61,effectueeNONdeclaree,2,0.5,1,pieges,pieges,,cable,45,individuelle,les_deux,village,mbungusani,0,0,rongeurs,1,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
376,266,5_15,15,5,autre,aucune,1,13,0.354,20,effectuee&declaree,10,1,1,fusil,arc&fleches_fusil,bosiki,,,individuelle,nuit,village,bakadi,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,102,5_15,15,5,autre,aucune,1,13,0.354,20,effectueeNONdeclaree,7,1,0.5,arc&fleches,arc&fleches,makula,,,individuelle,nuit,village,lolou,0,0,petitsongules,1,0.4,0,0.4,0,0,0,0,0,0,0,0.4,0,0.4,0,0,0,0,0,0,0,0.8,0,0.8,0,0,0,0,0,0,0
378,151,5_15,15,5,autre,aucune,1,13,0.354,20,effectuee&declaree,9,1,2,arc&fleches,arc&fleches_autre,bosiki,,2,individuelle,nuit,village,beke,1500,0,autres,1,1.2,0,0,0,0,0,0,1.2,0,0,1.2,0,0,0,0,0,0,1.2,0,0,0.6,0,0,0,0,0,0,0.6,0,0
379,299,5_15,15,5,autre,aucune,1,13,0.354,20,effectuee&declaree,10,0.5,1.5,pieges,arc&fleches_pieges,bosiki,cable,2,individuelle,jour,village,bopomi,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,199,5_15,15,5,autre,aucune,1,13,0.354,20,planifiee,9,1,1.5,autre,autre,,,1,individuelle,nuit,campement_permanent,,0,0,,1,3.8,0,0,0,0,0,0,3.8,0,0,3.8,0,0,0,0,0,0,3.8,0,0,2.533333333,0,0,0,0,0,0,2.533333333,0,0
381,604,5_15,15,5,autre,aucune,1,13,0.354,20,effectueeNONdeclaree,4,0.5,0.5,pieges,pieges,,nylon,20,individuelle,les_deux,village,mbungusani,0,0,rongeurs,1,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
382,543,5_15,15,5,autre,aucune,1,13,0.354,20,effectueeNONdeclaree,2,0.5,0.25,pieges,pieges,,la_sve_d'un_arbre_appel(lokumu),,individuelle,jour,village,mbungusani,0,0,oiseaux,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,4,0
383,582,5_15,15,5,autre,aucune,1,13,0.354,20,effectueeNONdeclaree,3,7,2,filet,filets,,,5,collective,les_deux,campement_permanent,,0,3,autres,1,6.4,0,0,0,0,0,0,6.4,0,0,0.914285714,0,0,0,0,0,0,0.914285714,0,0,3.2,0,0,0,0,0,0,3.2,0,0
384,204,5_16,16,5,catholique,primaire,1,15,0.354,35,effectueeNONdeclaree,9,1,0.75,autre,autre,,,1,individuelle,jour,campement_permanent,,0,0,oiseaux,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1.333333333,0,0,0,0,0,0,0,1.333333333,0
385,204,5_16,16,5,protestant,secondaire,1,18,0.354,35,effectueeNONdeclaree,9,1,0.75,autre,autre,,,1,individuelle,jour,campement_permanent,,0,0,oiseaux,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1.333333333,0,0,0,0,0,0,0,1.333333333,0
386,106,5_16,16,5,catholique,primaire,1,15,0.354,35,effectueeNONdeclaree,7,1,1.5,arc&fleches,arc&fleches,makula,,3,individuelle,nuit,village,bolaokanga,0,0,petitsongules,1,12.7,0,12.7,0,0,0,0,0,0,0,12.7,0,12.7,0,0,0,0,0,0,0,8.466666667,0,8.466666667,0,0,0,0,0,0,0
387,106,5_16,16,5,protestant,secondaire,1,18,0.354,35,effectueeNONdeclaree,7,1,1.5,arc&fleches,arc&fleches,makula,,3,individuelle,nuit,village,bolaokanga,0,0,petitsongules,1,12.7,0,12.7,0,0,0,0,0,0,0,12.7,0,12.7,0,0,0,0,0,0,0,8.466666667,0,8.466666667,0,0,0,0,0,0,0
388,545,5_16,16,5,catholique,primaire,1,15,0.354,35,effectueeNONdeclaree,2,0.5,1,fusil,fusil,,,0,individuelle,les_deux,village,mbungusani,0,0,singes,1,5.5,0,0,0,0,0,5.5,0,0,0,11,0,0,0,0,0,11,0,0,0,5.5,0,0,0,0,0,5.5,0,0,0
389,545,5_16,16,5,protestant,secondaire,1,18,0.354,35,effectueeNONdeclaree,2,0.5,1,fusil,fusil,,,0,individuelle,les_deux,village,mbungusani,0,0,singes,1,5.5,0,0,0,0,0,5.5,0,0,0,11,0,0,0,0,0,11,0,0,0,5.5,0,0,0,0,0,5.5,0,0,0
390,390,5_17,17,5,autre,aucune,1,17,0.354,29,planifiee,12,1,0.6,pieges,pieges,,nylon,0,individuelle,jour,village,bakadi,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,152,5_17,17,5,autre,aucune,1,17,0.354,29,effectueeNONdeclaree,9,1,2,arc&fleches,arc&fleches,bosiki,,2,individuelle,nuit,village,,0,0,autres,1,4.5,0,0,0,0,0,0,4.5,0,0,4.5,0,0,0,0,0,0,4.5,0,0,2.25,0,0,0,0,0,0,2.25,0,0
392,300,5_17,17,5,autre,aucune,1,17,0.354,29,effectuee&declaree,10,0.5,1,pieges,arc&fleches_pieges,bosiki,cable_nylon,,individuelle,jour,village,ikeletoma,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,386,5_17,17,5,autre,aucune,1,17,0.354,29,effectueeNONdeclaree,12,1,1,arc&fleches,arc&fleches,bosiki,,1,individuelle,nuit,village,mayankawo,0,0,petitsongules,1,1.8,0,1.8,0,0,0,0,0,0,0,1.8,0,1.8,0,0,0,0,0,0,0,1.8,0,1.8,0,0,0,0,0,0,0
394,200,5_18,18,5,protestant,primaire,1,20,0.354,25,effectueeNONdeclaree,9,1,1,autre,autre,,,1,individuelle,les_deux,campement_permanent,,0,0,autres,1,4.9,0,0,0,0,0,0,4.9,0,0,4.9,0,0,0,0,0,0,4.9,0,0,4.9,0,0,0,0,0,0,4.9,0,0
395,200,5_18,18,5,musulman,secondaire,1,17,0.354,25,effectueeNONdeclaree,9,1,1,autre,autre,,,1,individuelle,les_deux,campement_permanent,,0,0,autres,1,4.9,0,0,0,0,0,0,4.9,0,0,4.9,0,0,0,0,0,0,4.9,0,0,4.9,0,0,0,0,0,0,4.9,0,0
396,429,5_18,18,5,protestant,primaire,1,20,0.354,25,effectueeNONdeclaree,12,14,4,autre,autre,,,,individuelle,les_deux,village,mbungusani,0,0,autres,1,4,0,0,0,0,0,0,4,0,0,0.285714286,0,0,0,0,0,0,0.285714286,0,0,1,0,0,0,0,0,0,1,0,0
397,429,5_18,18,5,musulman,secondaire,1,17,0.354,25,effectueeNONdeclaree,12,14,4,autre,autre,,,,individuelle,les_deux,village,mbungusani,0,0,autres,1,4,0,0,0,0,0,0,4,0,0,0.285714286,0,0,0,0,0,0,0.285714286,0,0,1,0,0,0,0,0,0,1,0,0
398,426,5_19,19,5,autre,secondaire,0,11,0.354,,effectueeNONdeclaree,12,1,2,pieges,pieges,,cable,200,individuelle,les_deux,village,mbungusani,0,0,rongeurs,1,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,0
